stations;Id_bss;code_stations;date;Vigilance;Alerte;Alerte renforcee;Crise
PIEZOMETRE - CHAMP CAPTANT (EURRE - BRGM 26) - BSH;BSS001ZWSA;08422X0191/F2;Mars;152.04;151.82;151.71;151.62
PIEZOMETRE - CHAMP CAPTANT (EURRE - BRGM 26) - BSH;BSS001ZWSA;08422X0191/F2;Avril;152.07;151.87;151.77;151.68
PIEZOMETRE - CHAMP CAPTANT (EURRE - BRGM 26) - BSH;BSS001ZWSA;08422X0191/F2;Mai;152.09;151.85;151.73;151.63
PIEZOMETRE - CHAMP CAPTANT (EURRE - BRGM 26) - BSH;BSS001ZWSA;08422X0191/F2;Juin;151.96;151.75;151.63;151.54
PIEZOMETRE - CHAMP CAPTANT (EURRE - BRGM 26) - BSH;BSS001ZWSA;08422X0191/F2;Juillet;151.77;151.6;151.51;151.43
PIEZOMETRE - CHAMP CAPTANT (EURRE - BRGM 26) - BSH;BSS001ZWSA;08422X0191/F2;Août;151.62;151.41;151.31;151.22
PIEZOMETRE - CHAMP CAPTANT (EURRE - BRGM 26) - BSH;BSS001ZWSA;08422X0191/F2;Septembre;151.64;151.35;151.2;151.08
PIEZOMETRE - CHAMP CAPTANT (EURRE - BRGM 26) - BSH;BSS001ZWSA;08422X0191/F2;Octobre;151.74;151.43;151.27;151.14
PIEZOMETRE - CHAMP CAPTANT (EURRE - BRGM 26) - BSH;BSS001ZWSA;08422X0191/F2;Novembre;152.03;151.68;151.49;151.34
PIEZOMETRE - CHAMP CAPTANT (EURRE - BRGM 26) - BSH;BSS001ZWSA;08422X0191/F2;Décembre;152.12;151.78;151.59;151.44
PIEZOMETRE - SILO (LIVRON SUR DROME - BRGM 26) - BSH;BSS001ZWSA;08422X0191/F2;Janvier;96.63;96.21;95.98;95.8
PIEZOMETRE - SILO (LIVRON SUR DROME - BRGM 26) - BSH;BSS001ZWSA;08422X0191/F2;Février;96.57;96.12;95.88;95.69
PIEZOMETRE - SILO (LIVRON SUR DROME - BRGM 26) - BSH;BSS001ZWSA;08422X0191/F2;Mars;96.56;96.19;96;95.84
PIEZOMETRE - SILO (LIVRON SUR DROME - BRGM 26) - BSH;BSS001ZWSA;08422X0191/F2;Avril;96.56;96.28;96.13;96
PIEZOMETRE - SILO (LIVRON SUR DROME - BRGM 26) - BSH;BSS001ZWSA;08422X0191/F2;Mai;96.62;96.28;96.11;95.96
PIEZOMETRE - SILO (LIVRON SUR DROME - BRGM 26) - BSH;BSS001ZWSA;08422X0191/F2;Juin;96.48;96.13;95.94;95.79
PIEZOMETRE - SILO (LIVRON SUR DROME - BRGM 26) - BSH;BSS001ZWSA;08422X0191/F2;Juillet;96.11;95.76;95.58;95.43
PIEZOMETRE - SILO (LIVRON SUR DROME - BRGM 26) - BSH;BSS001ZWSA;08422X0191/F2;Août;95.79;95.38;95.17;94.99
PIEZOMETRE - SILO (LIVRON SUR DROME - BRGM 26) - BSH;BSS001ZWSA;08422X0191/F2;Septembre;95.88;95.57;95.41;95.28
PIEZOMETRE - SILO (LIVRON SUR DROME - BRGM 26) - BSH;BSS001ZWSA;08422X0191/F2;Octobre;96.1;95.76;95.58;95.44
PIEZOMETRE - SILO (LIVRON SUR DROME - BRGM 26) - BSH;BSS001ZWSA;08422X0191/F2;Novembre;96.7;96.12;95.82;95.57
PIEZOMETRE - SILO (LIVRON SUR DROME - BRGM 26) - BSH;BSS001ZWSA;08422X0191/F2;Décembre;96.73;96.21;95.94;95.72
PIEZOMETRE - AUTOROUTE (LORIOL SUR DROME - BRGM 26) - BSH;BSS001ZWRZ;08422X0190/F1;Janvier;94.4;94.22;94.13;94.05
PIEZOMETRE - AUTOROUTE (LORIOL SUR DROME - BRGM 26) - BSH;BSS001ZWRZ;08422X0190/F1;Février;94.41;94.21;94.11;94.02
PIEZOMETRE - AUTOROUTE (LORIOL SUR DROME - BRGM 26) - BSH;BSS001ZWRZ;08422X0190/F1;Mars;94.41;94.22;94.12;94.04
PIEZOMETRE - AUTOROUTE (LORIOL SUR DROME - BRGM 26) - BSH;BSS001ZWRZ;08422X0190/F1;Avril;94.42;94.26;94.17;94.1
PIEZOMETRE - AUTOROUTE (LORIOL SUR DROME - BRGM 26) - BSH;BSS001ZWRZ;08422X0190/F1;Mai;94.4;94.22;94.12;94.05
PIEZOMETRE - AUTOROUTE (LORIOL SUR DROME - BRGM 26) - BSH;BSS001ZWRZ;08422X0190/F1;Juin;94.26;94.1;94.01;93.94
PIEZOMETRE - AUTOROUTE (LORIOL SUR DROME - BRGM 26) - BSH;BSS001ZWRZ;08422X0190/F1;Juillet;94.08;93.9;93.81;93.73
PIEZOMETRE - AUTOROUTE (LORIOL SUR DROME - BRGM 26) - BSH;BSS001ZWRZ;08422X0190/F1;Août;94.04;93.88;93.8;93.72
PIEZOMETRE - AUTOROUTE (LORIOL SUR DROME - BRGM 26) - BSH;BSS001ZWRZ;08422X0190/F1;Septembre;94.16;94;93.92;93.85
PIEZOMETRE - AUTOROUTE (LORIOL SUR DROME - BRGM 26) - BSH;BSS001ZWRZ;08422X0190/F1;Octobre;94.28;94.11;94.02;93.94
PIEZOMETRE - AUTOROUTE (LORIOL SUR DROME - BRGM 26) - BSH;BSS001ZWRZ;08422X0190/F1;Novembre;94.46;94.22;94.1;93.99
PIEZOMETRE - AUTOROUTE (LORIOL SUR DROME - BRGM 26) - BSH;BSS001ZWRZ;08422X0190/F1;Décembre;94.44;94.23;94.11;94.02
PIEZOMETRE - LE PERTHUIS (SAOU - BRGM 26) - BSH;BSS001ZXRQ;08435X0010/NO8;Janvier;386.78;386.69;386.65;386.61
PIEZOMETRE - LE PERTHUIS (SAOU - BRGM 26) - BSH;BSS001ZXRQ;08435X0010/NO8;Février;386.79;386.72;386.68;386.64
PIEZOMETRE - LE PERTHUIS (SAOU - BRGM 26) - BSH;BSS001ZXRQ;08435X0010/NO8;Mars;386.81;386.75;386.72;386.7
PIEZOMETRE - LE PERTHUIS (SAOU - BRGM 26) - BSH;BSS001ZXRQ;08435X0010/NO8;Avril;386.82;386.76;386.72;386.69
PIEZOMETRE - LE PERTHUIS (SAOU - BRGM 26) - BSH;BSS001ZXRQ;08435X0010/NO8;Mai;386.82;386.77;386.74;386.71
PIEZOMETRE - LE PERTHUIS (SAOU - BRGM 26) - BSH;BSS001ZXRQ;08435X0010/NO8;Juin;386.79;386.73;386.7;386.67
PIEZOMETRE - LE PERTHUIS (SAOU - BRGM 26) - BSH;BSS001ZXRQ;08435X0010/NO8;Juillet;386.72;386.66;386.62;386.6
PIEZOMETRE - LE PERTHUIS (SAOU - BRGM 26) - BSH;BSS001ZXRQ;08435X0010/NO8;Août;386.65;386.58;386.54;386.52
PIEZOMETRE - LE PERTHUIS (SAOU - BRGM 26) - BSH;BSS001ZXRQ;08435X0010/NO8;Septembre;386.61;386.53;386.49;386.45
PIEZOMETRE - LE PERTHUIS (SAOU - BRGM 26) - BSH;BSS001ZXRQ;08435X0010/NO8;Octobre;386.65;386.53;386.48;386.43
PIEZOMETRE - LE PERTHUIS (SAOU - BRGM 26) - BSH;BSS001ZXRQ;08435X0010/NO8;Novembre;386.73;386.6;386.53;386.48
PIEZOMETRE - LE PERTHUIS (SAOU - BRGM 26) - BSH;BSS001ZXRQ;08435X0010/NO8;Décembre;386.77;386.64;386.57;386.52
PIEZOMETRE - FIN DE ROUTE(SAINT-MARCEL-LES-SAUZET - BRGM 26);BSS002ASXP;08662X0408/F;Janvier;107.22;107.04;106.95;106.87
PIEZOMETRE - FIN DE ROUTE(SAINT-MARCEL-LES-SAUZET - BRGM 26);BSS002ASXP;08662X0408/F;Février;107.3;107.15;107.06;107
PIEZOMETRE - FIN DE ROUTE(SAINT-MARCEL-LES-SAUZET - BRGM 26);BSS002ASXP;08662X0408/F;Mars;107.22;107.03;106.93;106.85
PIEZOMETRE - FIN DE ROUTE(SAINT-MARCEL-LES-SAUZET - BRGM 26);BSS002ASXP;08662X0408/F;Avril;107.11;106.93;106.83;106.76
PIEZOMETRE - FIN DE ROUTE(SAINT-MARCEL-LES-SAUZET - BRGM 26);BSS002ASXP;08662X0408/F;Mai;107;106.75;106.62;106.51
PIEZOMETRE - FIN DE ROUTE(SAINT-MARCEL-LES-SAUZET - BRGM 26);BSS002ASXP;08662X0408/F;Juin;106.8;106.54;106.4;106.29
PIEZOMETRE - FIN DE ROUTE(SAINT-MARCEL-LES-SAUZET - BRGM 26);BSS002ASXP;08662X0408/F;Juillet;106.56;106.4;106.31;106.24
PIEZOMETRE - FIN DE ROUTE(SAINT-MARCEL-LES-SAUZET - BRGM 26);BSS002ASXP;08662X0408/F;Août;106.5;106.33;106.23;106.16
PIEZOMETRE - FIN DE ROUTE(SAINT-MARCEL-LES-SAUZET - BRGM 26);BSS002ASXP;08662X0408/F;Septembre;106.55;106.32;106.19;106.09
PIEZOMETRE - FIN DE ROUTE(SAINT-MARCEL-LES-SAUZET - BRGM 26);BSS002ASXP;08662X0408/F;Octobre;106.63;106.37;106.23;106.11
PIEZOMETRE - FIN DE ROUTE(SAINT-MARCEL-LES-SAUZET - BRGM 26);BSS002ASXP;08662X0408/F;Novembre;107.06;106.62;106.39;106.2
PIEZOMETRE - FIN DE ROUTE(SAINT-MARCEL-LES-SAUZET - BRGM 26);BSS002ASXP;08662X0408/F;Décembre;107.21;106.8;106.59;106.42
PIEZOMETRE - AYGUES ASTAUD (PLAISIANS - BRGM 26) - BSH;BSS002CPGU;09153X0024/S;Janvier;409.95;409.72;409.59;409.49
PIEZOMETRE - AYGUES ASTAUD (PLAISIANS - BRGM 26) - BSH;BSS002CPGU;09153X0024/S;Février;409.92;409.72;409.62;409.53
PIEZOMETRE - AYGUES ASTAUD (PLAISIANS - BRGM 26) - BSH;BSS002CPGU;09153X0024/S;Mars;409.88;409.66;409.55;409.45
PIEZOMETRE - AYGUES ASTAUD (PLAISIANS - BRGM 26) - BSH;BSS002CPGU;09153X0024/S;Avril;409.92;409.73;409.63;409.54
PIEZOMETRE - AYGUES ASTAUD (PLAISIANS - BRGM 26) - BSH;BSS002CPGU;09153X0024/S;Mai;409.9;409.73;409.65;409.58
PIEZOMETRE - AYGUES ASTAUD (PLAISIANS - BRGM 26) - BSH;BSS002CPGU;09153X0024/S;Juin;409.78;409.62;409.54;409.48
PIEZOMETRE - AYGUES ASTAUD (PLAISIANS - BRGM 26) - BSH;BSS002CPGU;09153X0024/S;Juillet;409.64;409.48;409.39;409.33
PIEZOMETRE - AYGUES ASTAUD (PLAISIANS - BRGM 26) - BSH;BSS002CPGU;09153X0024/S;Août;409.51;409.37;409.29;409.22
PIEZOMETRE - AYGUES ASTAUD (PLAISIANS - BRGM 26) - BSH;BSS002CPGU;09153X0024/S;Septembre;409.5;409.33;409.24;409.17
PIEZOMETRE - AYGUES ASTAUD (PLAISIANS - BRGM 26) - BSH;BSS002CPGU;09153X0024/S;Octobre;409.67;409.4;409.26;409.15
PIEZOMETRE - AYGUES ASTAUD (PLAISIANS - BRGM 26) - BSH;BSS002CPGU;09153X0024/S;Novembre;409.95;409.66;409.51;409.38
PIEZOMETRE - AYGUES ASTAUD (PLAISIANS - BRGM 26) - BSH;BSS002CPGU;09153X0024/S;Décembre;409.97;409.71;409.57;409.46
Puits - Verger [Nyons];BSS002BPXV;08915X0026/PZ;Janvier;242.7;242.02;241.67;241.38
Puits - Verger [Nyons];BSS002BPXV;08915X0026/PZ;Février;242.75;242.07;241.72;241.43
Puits - Verger [Nyons];BSS002BPXV;08915X0026/PZ;Mars;242.79;242.17;241.84;241.58
Puits - Verger [Nyons];BSS002BPXV;08915X0026/PZ;Avril;242.74;242.24;241.97;241.76
Puits - Verger [Nyons];BSS002BPXV;08915X0026/PZ;Mai;242.85;242.44;242.23;242.06
Puits - Verger [Nyons];BSS002BPXV;08915X0026/PZ;Juin;242.57;242.14;241.91;241.73
Puits - Verger [Nyons];BSS002BPXV;08915X0026/PZ;Juillet;242.03;241.5;241.22;240.99
Puits - Verger [Nyons];BSS002BPXV;08915X0026/PZ;Août;241.57;241.09;240.85;240.64
Puits - Verger [Nyons];BSS002BPXV;08915X0026/PZ;Septembre;241.55;241.11;240.88;240.69
Puits - Verger [Nyons];BSS002BPXV;08915X0026/PZ;Octobre;241.9;241.39;241.13;240.91
Puits - Verger [Nyons];BSS002BPXV;08915X0026/PZ;Novembre;242.46;241.9;241.61;241.36
Puits - Verger [Nyons];BSS002BPXV;08915X0026/PZ;Décembre;242.67;241.96;241.58;241.28
Rond-Point [Nyons];BSS002BPYC;08915X1007/F;Janvier;242.7;242.02;241.67;241.38
Rond-Point [Nyons];BSS002BPYC;08915X1007/F;Février;242.75;242.07;241.72;241.43
Rond-Point [Nyons];BSS002BPYC;08915X1007/F;Mars;242.79;242.17;241.84;241.58
Rond-Point [Nyons];BSS002BPYC;08915X1007/F;Avril;242.74;242.24;241.97;241.76
Rond-Point [Nyons];BSS002BPYC;08915X1007/F;Mai;242.85;242.44;242.23;242.06
Rond-Point [Nyons];BSS002BPYC;08915X1007/F;Juin;242.57;242.14;241.91;241.73
Rond-Point [Nyons];BSS002BPYC;08915X1007/F;Juillet;242.03;241.5;241.22;240.99
Rond-Point [Nyons];BSS002BPYC;08915X1007/F;Août;241.57;241.09;240.85;240.64
Rond-Point [Nyons];BSS002BPYC;08915X1007/F;Septembre;241.55;241.11;240.88;240.69
Rond-Point [Nyons];BSS002BPYC;08915X1007/F;Octobre;241.9;241.39;241.13;240.91
Rond-Point [Nyons];BSS002BPYC;08915X1007/F;Novembre;242.46;241.9;241.61;241.36
Rond-Point [Nyons];BSS002BPYC;08915X1007/F;Décembre;242.67;241.96;241.58;241.28
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
